date,beanName,beanWeight,coffeeWeight,grind,time,notes,weightEverySec,pressureEverySec
2019 07 28 Sun 10:42,han,18.6,46.1,3.00,65,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.3;0.4;0.5;0.7;0.7;0.9;1.0;1.1;1.4;1.6;1.7;1.8;2.1;2.2;2.3;2.5;2.6;2.8;3.0;3.1;3.2;3.4;3.5;3.8;3.9;4.0;4.2;4.3;4.5;4.6;4.8;4.9;5.3;7.1;9.8;13.3;16.4;19.7;23.5;27.0;30.4;34.2;37.5;41.0;44.5;46.0;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;0.8;0.9;1.4;1.6;1.3;1.2;1.1;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.8;1.5;3.5;4.5;4.3;3.9;3.7;3.5;3.3;3.3;3.3;3.2;3.2;3.1;3.1;,
2019 07 29 Mon 10:09,rock,18.6,36.8,4.25,35,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.1;2.0;2.6;3.8;5.1;6.4;8.2;9.7;11.9;14.1;16.3;18.7;21.3;23.6;26.3;29.1;31.9;34.7;36.4;36.5;,0.0;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.8;1.0;1.1;1.5;2.5;4.1;6.2;8.7;9.5;9.6;9.3;8.8;8.7;8.4;8.0;7.6;6.9;6.3;6.1;5.7;5.5;5.2;5.1;5.0;4.9;5.1;6.2;,
2019 07 29 Mon 10:14,rock,18.6,38.7,4.25,36,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.1;2.1;2.5;3.6;4.7;5.6;6.9;8.7;10.7;12.7;14.8;17.2;19.7;22.4;25.0;27.6;30.4;33.3;36.0;38.3;38.6;,0.0;0.6;0.6;0.6;0.6;0.7;0.7;0.8;0.9;1.0;1.2;1.9;2.6;4.6;7.2;8.8;9.2;9.5;9.4;9.2;8.9;8.3;7.9;7.5;7.0;6.5;5.8;5.3;5.1;4.9;4.7;4.6;4.5;4.5;4.3;4.8;,
2019 07 29 Mon 10:30,han,18.6,71.9,3.25,86,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.3;0.7;1.0;1.1;1.6;1.7;1.9;2.2;2.4;2.8;3.0;3.2;3.6;3.8;4.0;4.2;4.4;4.7;4.9;5.1;5.2;5.5;5.7;5.9;6.1;6.2;6.3;6.7;6.8;6.9;7.1;7.2;7.3;7.5;7.6;7.8;8.5;10.1;11.9;14.1;16.0;18.0;20.3;22.3;24.1;26.3;28.3;30.3;32.3;34.2;36.2;38.2;40.1;42.1;44.2;46.0;47.9;50.0;51.8;53.6;55.6;57.3;59.2;61.2;62.9;64.7;66.8;68.3;70.4;71.7;71.9;,0.0;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.7;0.8;1.1;1.6;2.2;2.0;1.6;1.5;1.4;1.3;1.2;1.1;1.1;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;1.1;1.5;2.0;2.1;2.0;1.9;1.9;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.8;1.8;1.8;1.8;1.7;1.8;1.8;1.8;1.8;1.7;1.8;1.8;1.8;1.8;1.9;,
2019 08 03 Sat 10:25,rock,18.4,37.1,4.25,33,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.3;3.7;5.3;7.1;9.1;11.3;13.5;16.1;18.6;21.0;23.6;26.3;28.8;31.7;34.6;36.5;36.9;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.9;1.5;2.0;3.4;5.4;6.7;7.1;7.0;6.6;6.2;5.7;5.1;4.7;4.5;4.3;4.1;3.9;3.8;3.8;3.8;3.4;3.3;,
2019 08 03 Sat 10:38,rock,18.6,36.6,3.50,69,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;1.0;1.3;1.7;2.0;2.3;2.5;2.9;3.1;3.3;3.5;3.6;3.8;4.1;4.2;4.3;4.4;4.6;4.7;4.8;4.9;5.0;5.1;5.2;5.4;5.5;5.6;5.6;5.7;5.8;5.9;5.9;6.1;6.1;6.2;6.3;7.5;9.1;11.0;12.8;14.7;16.5;18.1;19.9;21.7;23.5;25.2;27.0;28.6;30.5;32.2;33.9;35.7;36.4;,0.0;0.6;0.6;0.6;0.6;0.6;0.7;0.9;1.2;1.5;1.9;2.4;3.0;3.9;3.7;2.9;2.5;2.3;2.1;2.0;1.9;1.8;1.8;1.7;1.7;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.3;1.8;2.6;3.5;3.8;3.6;3.4;3.2;3.1;3.0;3.0;3.0;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.9;2.8;,
2019 08 04 Sun 10:34,rock,18.6,37.1,4.00,44,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.8;1.2;1.8;2.1;2.7;3.3;4.1;4.8;6.1;7.0;8.5;9.8;11.5;13.4;15.5;17.4;19.6;22.0;24.2;26.6;29.1;31.5;33.9;36.3;37.0;,0.0;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.8;1.0;1.7;2.5;4.8;7.9;9.7;10.3;10.2;10.2;10.2;10.1;10.0;9.9;9.6;9.7;9.5;9.2;8.9;8.4;8.1;7.7;7.1;6.6;6.1;5.7;5.5;5.2;5.0;5.0;5.0;5.0;5.0;4.9;4.7;,
2019 08 04 Sun 10:47,rock,18.4,38.0,4.00,39,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.9;1.6;2.4;2.9;3.8;4.4;5.5;6.8;8.6;10.1;11.9;13.9;16.0;18.1;20.2;22.4;24.6;27.0;29.3;31.5;33.8;36.2;37.8;,0.0;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.8;1.0;1.1;1.8;3.0;5.6;8.5;9.7;10.0;10.1;10.0;9.8;9.6;9.1;8.9;8.8;8.5;8.2;7.6;7.2;7.0;6.8;6.5;6.4;6.2;6.1;6.0;5.9;5.8;5.8;5.4;,
2019 08 05 Mon 09:52,arc,18.8,38.5,3.50,35,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.9;1.7;2.7;3.7;4.7;6.6;7.9;9.9;11.8;13.7;16.1;18.4;20.5;22.8;25.3;27.7;30.1;32.7;35.2;37.5;38.3;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;1.1;1.8;3.1;5.7;7.9;8.8;9.1;9.0;8.7;8.3;7.8;7.1;6.9;6.7;6.3;6.0;5.6;5.5;5.4;5.3;5.2;5.0;5.0;4.9;4.9;,
2019 08 05 Mon 10:04,arc,18.5,36.7,3.00,29,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.2;3.2;5.7;8.4;11.2;14.3;17.3;20.5;23.6;26.8;30.1;33.2;36.0;36.4;,0.0;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.6;0.7;0.9;1.0;1.3;1.6;3.1;5.0;6.2;5.8;5.3;4.6;4.2;3.9;3.6;3.6;3.6;3.6;3.6;3.5;3.8;,
2019 08 10 Sat 10:35,arc,18.6,38.8,3.50,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.7;2.9;4.0;5.6;7.0;9.0;11.1;13.2;15.4;17.8;20.1;22.7;25.4;27.9;30.6;33.2;35.9;38.2;38.5;,0.0;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.5;0.5;0.9;1.4;2.2;4.2;6.8;8.2;8.6;8.2;7.8;7.5;7.1;6.6;6.1;5.5;5.4;5.2;5.0;4.8;4.6;4.7;4.7;4.4;4.5;,
2019 08 10 Sat 10:39,arc,18.6,37.2,3.50,31,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.3;2.9;4.1;6.1;8.1;10.0;12.3;14.5;16.8;19.0;21.3;24.0;26.4;28.8;31.4;33.9;36.3;37.0;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.9;1.6;3.5;5.8;7.5;7.9;7.9;7.6;7.3;7.0;6.5;6.0;6.0;5.9;5.8;5.5;5.2;5.3;5.2;5.1;4.7;,
2019 08 10 Sat 10:56,han,18.5,46.0,3.00,56,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.4;0.6;1.0;1.2;1.5;1.8;2.1;2.4;2.6;2.8;3.2;3.4;3.6;3.8;4.3;4.4;4.7;4.9;5.6;6.8;8.9;10.9;13.0;15.2;17.2;19.3;21.4;23.6;25.6;27.8;29.8;31.7;33.8;35.8;37.9;40.0;41.9;43.9;45.6;45.8;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.7;0.9;1.2;1.8;2.2;1.8;1.6;1.4;1.3;1.2;1.1;1.1;1.0;1.0;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;1.1;1.6;2.2;2.3;2.2;2.2;2.1;2.0;1.9;1.9;1.9;1.9;1.9;1.9;1.8;1.9;1.9;1.9;2.0;1.9;1.9;2.0;2.1;,
2019 08 11 Sun 10:14,arc,18.8,39.3,3.50,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;2.1;3.1;4.7;6.2;8.3;10.1;12.1;14.4;16.6;18.9;21.2;23.7;26.2;28.8;31.4;33.9;36.5;38.8;39.2;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.7;1.3;2.0;3.4;5.8;7.8;8.7;8.7;8.5;7.8;7.4;7.0;6.6;6.2;5.7;5.5;5.5;5.4;5.3;5.1;4.9;4.9;5.1;6.2;,
2019 08 11 Sun 10:18,arc,18.5,36.7,3.50,26,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;2.7;4.0;5.5;7.2;9.1;11.3;13.5;15.7;18.2;20.7;23.0;25.5;28.1;30.6;33.2;35.7;36.5;,0.0;0.7;0.7;0.7;0.8;1.1;1.6;2.9;5.5;8.0;9.2;9.4;9.3;8.8;8.3;7.8;7.1;6.7;6.6;6.4;6.2;6.0;6.0;6.1;5.9;5.3;,
2019 08 11 Sun 10:31,han,18.5,81.5,4.25,58,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.8;2.3;4.0;5.6;7.3;9.2;11.2;13.4;15.3;17.4;19.6;21.7;23.8;25.8;27.8;30.0;31.9;34.2;36.2;38.3;40.3;42.5;44.3;46.4;48.6;50.7;52.9;55.0;57.2;59.1;61.1;63.3;65.3;67.5;69.4;71.3;73.4;75.5;77.5;79.6;81.1;81.4;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.9;1.3;2.0;2.6;2.9;2.9;2.6;2.4;2.2;2.1;1.9;1.8;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.7;1.6;1.6;1.7;1.7;1.7;1.7;1.6;1.6;1.7;1.7;1.7;1.7;1.7;2.0;,
2019 08 12 Mon 10:06,rock,18.7,37.6,4.25,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;1.3;2.5;3.1;4.4;5.4;6.9;8.6;10.4;12.3;14.4;16.7;18.9;21.3;23.9;26.3;28.9;31.8;34.2;36.6;37.3;37.4;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.2;1.6;2.4;4.1;6.6;8.5;9.3;9.5;9.2;9.1;8.8;8.4;7.9;7.2;6.8;6.5;6.2;5.8;5.3;5.1;5.0;4.8;4.7;4.6;4.5;4.6;5.8;,
2019 08 12 Mon 10:10,rock,18.5,37.4,4.25,36,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.0;1.9;3.1;3.7;4.8;6.3;7.8;9.1;11.0;12.9;14.8;17.0;19.3;21.6;23.9;26.2;28.9;31.3;33.7;36.3;37.0;37.2;,0.0;0.8;0.8;0.8;0.9;1.0;1.3;1.6;1.8;2.1;2.4;2.7;4.2;7.1;8.7;9.7;9.6;9.5;9.4;9.1;9.0;8.6;8.1;7.9;7.5;7.1;6.7;6.5;6.4;6.3;6.1;6.0;5.8;5.8;5.5;6.4;,
2019 08 12 Mon 10:23,han,18.6,82.6,4.25,59,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.0;2.3;3.4;5.4;7.3;9.3;11.3;13.2;15.0;17.2;19.7;21.3;23.4;25.4;27.4;29.5;31.5;33.5;35.4;37.5;39.6;41.6;43.7;45.6;47.5;49.4;51.4;53.4;55.2;57.0;58.9;60.9;62.7;64.5;66.2;68.2;69.9;71.8;73.3;75.3;77.2;79.2;81.1;82.4;82.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;1.1;1.6;2.2;2.4;2.5;2.4;2.2;2.1;1.9;1.8;1.8;1.7;1.7;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.6;1.6;1.6;1.5;1.6;1.6;1.6;1.6;1.6;1.7;1.7;1.7;1.7;1.7;1.8;,
2019 08 25 Sun 11:47,rock,18.7,37.1,4.25,27,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;1.9;3.2;4.8;6.6;8.6;10.7;13.0;15.5;17.9;20.5;23.1;25.7;28.2;30.8;33.4;36.1;36.9;,0.0;0.4;0.4;0.4;0.4;0.5;1.1;2.0;4.6;6.9;8.2;8.8;8.5;8.3;7.7;7.1;6.6;6.0;5.7;5.6;5.4;5.3;5.1;5.0;5.0;4.8;4.8;,
2019 08 25 Sun 11:52,han,18.7,40.7,3.75,31,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;2.2;3.9;5.5;7.2;9.1;11.3;13.5;15.7;18.0;20.4;22.9;25.4;27.9;30.7;33.4;36.0;38.8;40.4;,0.0;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.7;0.9;1.9;4.3;7.1;8.9;9.5;9.2;8.9;8.4;8.1;7.9;7.7;7.5;7.2;6.8;6.8;6.7;6.5;6.3;6.0;5.9;,
2019 08 31 Sat 10:22,illy,18.2,36.0,4.00,39,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1;-0.1;0.0;0.0;0.0;0.4;0.9;1.5;2.2;3.0;3.9;4.7;5.7;6.9;8.1;10.0;11.5;13.0;14.7;16.4;18.2;19.9;21.7;23.2;25.3;27.1;29.0;30.7;32.6;34.4;35.7;35.8;,0.0;0.5;0.5;0.5;0.5;0.5;0.6;1.0;1.3;1.9;2.9;4.9;6.9;8.1;8.7;9.0;9.0;8.9;8.5;7.9;7.8;7.5;7.2;6.9;6.4;6.4;6.3;6.1;6.0;5.9;5.8;5.8;5.8;5.8;5.7;5.7;5.7;5.6;6.1;,
2019 08 31 Sat 10:35,kin,18.2,81.7,5.00,56,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;2.4;4.4;6.3;8.3;10.5;12.5;14.6;16.7;18.7;20.8;23.1;25.2;27.1;29.3;31.3;33.5;35.6;37.8;39.9;41.9;44.1;46.1;48.2;50.0;52.1;54.1;56.0;58.0;60.1;61.9;64.1;66.0;68.0;70.0;72.0;73.8;75.6;77.8;79.6;81.2;81.6;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;0.8;1.2;1.7;2.1;2.1;1.9;1.9;1.7;1.7;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.6;1.6;1.5;1.5;1.7;,
2019 09 01 Sun 10:59,illy,18.0,36.4,4.00,51,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;1.0;1.4;1.9;2.5;3.0;3.7;4.4;5.2;6.1;7.1;8.1;9.5;10.6;12.2;13.3;14.8;16.3;17.5;18.9;20.4;21.4;23.1;24.1;25.5;27.0;28.7;29.7;31.6;32.6;33.8;35.2;36.1;36.3;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;1.0;1.3;1.6;2.2;3.2;4.6;6.0;6.8;7.4;7.7;7.7;7.7;7.7;7.5;7.2;6.9;6.4;6.1;6.0;5.9;5.7;5.4;5.4;5.3;5.2;5.1;5.0;5.0;4.9;4.9;4.8;4.7;4.7;4.8;4.8;4.8;4.7;4.5;4.7;4.8;5.5;6.0;,
2019 09 01 Sun 11:15,kin,18.8,44.6,3.50,62,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.5;0.7;0.9;1.1;1.4;1.6;1.8;1.8;2.1;2.2;2.4;2.6;2.8;2.9;3.1;3.3;3.5;3.7;3.8;4.0;4.0;4.2;4.3;4.5;4.6;4.7;4.8;4.9;5.0;5.2;5.2;5.3;5.4;5.6;7.2;10.2;12.9;16.0;19.4;22.4;25.5;29.2;32.4;35.7;39.3;42.5;44.5;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.2;1.8;2.9;3.5;3.0;2.4;2.0;1.7;1.6;1.4;1.3;1.3;1.2;1.1;1.1;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.8;2.4;5.6;6.4;6.0;5.5;5.2;5.1;4.9;4.8;4.7;4.6;4.6;4.6;5.0;,
2019 09 02 Mon 09:56,kin,18.6,46.7,4.00,41,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.4;0.6;0.8;1.1;1.4;1.7;2.1;2.6;3.0;3.5;3.9;5.2;6.9;8.6;10.8;12.9;15.0;17.4;19.7;21.9;24.5;26.9;29.3;31.9;34.5;37.1;39.7;42.4;44.9;46.2;46.4;,0.0;0.7;0.7;0.8;1.0;1.2;2.1;6.4;10.8;8.4;7.0;6.1;5.3;4.5;3.7;3.0;2.5;2.0;1.7;1.5;1.8;5.4;7.5;7.7;7.5;7.2;7.0;6.6;6.4;6.3;6.1;5.9;5.8;5.5;5.5;5.4;5.3;5.2;4.9;5.2;6.0;,
2019 09 02 Mon 10:07,rock,17.7,36.9,3.75,41,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.3;0.4;0.6;0.8;1.1;1.3;1.4;1.6;2.2;3.0;4.0;5.3;6.6;8.5;10.2;11.8;13.4;15.4;17.1;19.0;21.1;22.9;24.9;27.0;29.0;30.9;32.9;34.9;36.4;36.7;,0.0;0.9;0.9;1.0;1.1;1.7;3.4;6.7;5.7;4.7;4.1;3.6;3.3;3.0;2.8;2.6;2.4;2.3;3.4;6.7;8.0;8.0;7.9;7.7;7.4;7.2;6.9;6.7;6.5;6.3;6.2;6.0;5.9;5.9;5.8;5.7;5.7;5.4;5.5;5.4;5.2;,
2019 09 07 Sat 10:01,rob,18.6,37.8,4.00,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.3;0.4;0.5;0.6;0.8;2.1;4.0;5.9;8.1;10.4;12.7;15.1;17.5;19.9;22.2;24.6;27.0;29.3;31.8;34.1;36.3;37.4;37.6;,0.0;0.6;0.6;0.6;0.9;1.6;2.3;2.8;2.4;2.1;2.0;1.9;1.9;1.9;1.8;1.8;1.8;1.8;2.7;5.1;6.8;6.8;6.4;6.0;5.6;5.2;5.0;4.8;4.8;4.7;4.7;4.7;4.7;4.7;4.7;4.8;5.2;5.9;,
2019 09 07 Sat 10:27,rob,18.6,37.9,3.50,65,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;1.0;1.1;1.6;1.9;2.2;2.5;2.7;3.2;3.3;3.5;3.7;3.9;4.0;4.2;4.3;4.5;4.6;4.8;4.9;5.0;5.1;5.2;5.2;5.4;5.4;5.5;5.6;5.7;5.8;5.8;5.9;6.0;6.1;6.1;6.1;6.2;6.3;6.4;6.7;8.2;11.0;13.6;16.1;18.7;21.3;23.8;26.4;29.0;31.4;34.2;36.7;37.7;,0.0;0.5;0.5;0.6;1.1;1.7;2.9;5.5;10.4;9.5;7.5;6.1;5.1;4.3;3.7;3.2;2.8;2.6;2.4;2.3;2.2;2.1;2.0;2.0;2.0;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.5;3.0;5.5;6.8;6.5;6.0;5.7;5.6;5.5;5.4;5.5;5.5;5.5;5.4;5.2;5.5;,
2019 09 08 Sun 10:07,rob,18.6,39.8,4.00,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.4;2.2;2.4;3.0;3.4;3.7;4.1;4.4;4.6;5.9;8.3;11.0;13.9;16.8;19.7;22.5;25.3;28.1;31.3;34.0;36.7;39.3;39.6;39.8;,0.0;0.7;0.7;0.8;1.1;1.5;2.3;4.4;5.2;4.1;3.2;2.7;2.4;2.2;2.1;2.0;1.9;1.9;2.7;4.8;5.5;5.1;4.9;4.8;4.7;4.7;4.7;4.7;4.7;4.7;4.7;4.6;4.7;5.1;,
2019 09 08 Sun 10:18,rob,18.5,80.0,4.50,66,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;2.8;3.8;5.6;7.3;8.6;10.4;11.8;13.5;15.0;16.7;18.0;19.6;21.5;22.9;24.5;26.5;27.9;29.8;31.5;32.9;34.7;36.5;37.9;39.5;40.8;42.7;44.6;45.8;47.7;48.9;50.9;52.4;53.6;55.4;57.0;58.4;60.3;61.8;63.0;65.0;66.4;68.0;69.5;71.2;72.7;73.8;75.4;77.2;78.8;79.8;,0.0;0.6;0.6;0.6;0.6;0.7;0.7;0.8;0.9;1.1;1.3;1.4;1.6;1.9;2.2;2.6;2.8;2.8;2.8;2.6;2.7;2.6;2.6;2.6;2.5;2.5;2.5;2.5;2.5;2.4;2.5;2.5;2.5;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.3;2.3;2.4;2.4;2.5;2.4;2.4;2.5;2.5;2.5;2.4;2.4;2.5;2.5;2.5;2.4;2.4;2.5;2.5;2.4;2.4;,
